batter,bowler,shot_type,region,count,pct_of_balls
PVD Chameera,D Pretorius,sweep,unknown,1,0.5
PVD Chameera,D Wiese,flick,mid-wicket,1,0.2
PVD Chameera,D Wiese,unknown,third man,1,0.2
PVD Chameera,JJ Smit,slog,mid-wicket,1,0.3333
PVD Chameera,JJ Smit,unknown,mid-wicket,1,0.3333
PVD Chameera,JN Frylinck,flick,mid-wicket,1,0.3333
PVD Chameera,Zahoor Khan,drive,cover,1,1.0
PWH de Silva,AU Rashid,drive,cover,1,0.25
PWH de Silva,Aayan Afzal Khan,cut,cover,1,0.5
PWH de Silva,Aayan Afzal Khan,cut,point,1,0.5
PWH de Silva,BM Scholtz,unknown,cover,2,0.6667
PWH de Silva,BM Scholtz,unknown,point,1,0.3333
PWH de Silva,C Campher,unknown,cover,3,0.3
PWH de Silva,C Campher,sweep,cover,2,0.2
PWH de Silva,C Campher,drive,point,1,0.1
PWH de Silva,C Campher,pull,unknown,1,0.1
PWH de Silva,C Campher,unknown,point,1,0.1
PWH de Silva,CA Young,defend,cover,1,0.125
PWH de Silva,CA Young,unknown,mid-wicket,1,0.125
PWH de Silva,CJ Jordan,unknown,point,2,0.6667
PWH de Silva,CJ Jordan,sweep,cover,1,0.3333
PWH de Silva,CR Woakes,unknown,third man,1,0.5
PWH de Silva,J Little,defend,unknown,1,0.1667
PWH de Silva,J Little,drive,cover,1,0.1667
PWH de Silva,JJ Smit,unknown,third man,2,0.5
PWH de Silva,JJ Smit,cut,unknown,1,0.25
PWH de Silva,JJ Smit,slog,cover,1,0.25
PWH de Silva,JR Hazlewood,pull,unknown,1,0.5
PWH de Silva,KA Maharaj,unknown,mid-wicket,1,0.3333
PWH de Silva,LS Livingstone,cut,point,1,0.1667
PWH de Silva,LS Livingstone,sweep,cover,1,0.1667
PWH de Silva,LS Livingstone,unknown,long-off,1,0.1667
PWH de Silva,LS Livingstone,unknown,long-on,1,0.1667
PWH de Silva,LS Livingstone,unknown,mid-off,1,0.1667
PWH de Silva,LV van Beek,drive,unknown,1,0.25
PWH de Silva,LV van Beek,slog,unknown,1,0.25
PWH de Silva,MA Wood,unknown,point,1,0.5
PWH de Silva,MJ Santner,defend,unknown,2,0.5
PWH de Silva,MJ Santner,cut,point,1,0.25
PWH de Silva,MR Adair,unknown,cover,3,0.5
PWH de Silva,MR Adair,cut,point,1,0.1667
PWH de Silva,MR Adair,sweep,cover,1,0.1667
PWH de Silva,Mohammad Saifuddin,sweep,cover,1,1.0
PWH de Silva,Shakib Al Hasan,sweep,cover,1,0.5
PWH de Silva,Shakib Al Hasan,unknown,cover,1,0.5
PWH de Silva,Simi Singh,unknown,long-on,2,0.3333
PWH de Silva,Simi Singh,flick,long-on,1,0.1667
PWH de Silva,Simi Singh,slog,cover,1,0.1667
PWH de Silva,Simi Singh,unknown,mid-off,1,0.1667
PWH de Silva,Simi Singh,unknown,point,1,0.1667
PWH de Silva,T Shamsi,slog,mid-wicket,1,0.5
PWH de Silva,T Shamsi,unknown,long-off,1,0.5
PWH de Silva,TS Mills,unknown,square leg,1,1.0
Pargat Singh,CA Young,flick,unknown,1,0.25
Pargat Singh,CA Young,unknown,cover,1,0.25
Pargat Singh,CA Young,unknown,point,1,0.25
Pargat Singh,Harmeet Singh,unknown,long-off,1,0.5
Pargat Singh,J Little,flick,unknown,1,0.25
Pargat Singh,MR Adair,pull,square leg,1,0.3333
Pargat Singh,Mohammad Amir,flick,unknown,1,0.25
Pargat Singh,Mohammad Amir,unknown,cover,1,0.25
Pargat Singh,Naseem Shah,unknown,square leg,1,1.0
Q de Kock,AD Mathews,defend,unknown,2,0.2857
Q de Kock,AD Mathews,unknown,cover,1,0.1429
Q de Kock,AD Mathews,unknown,mid-wicket,1,0.1429
Q de Kock,AJ Hosein,unknown,cover,1,0.25
Q de Kock,AR Patel,drive,long-off,1,0.1667
Q de Kock,AR Patel,sweep,mid-wicket,1,0.1667
Q de Kock,AR Patel,sweep,unknown,1,0.1667
Q de Kock,AR Patel,unknown,cover,1,0.1667
Q de Kock,AR Patel,unknown,fine leg,1,0.1667
Q de Kock,AR Patel,unknown,point,1,0.1667
Q de Kock,AU Rashid,unknown,long-on,3,0.25
Q de Kock,AU Rashid,unknown,mid-wicket,2,0.1667
Q de Kock,AU Rashid,drive,long-on,1,0.0833
Q de Kock,AU Rashid,flick,mid-wicket,1,0.0833
Q de Kock,AU Rashid,sweep,cover,1,0.0833
Q de Kock,AU Rashid,sweep,unknown,1,0.0833
Q de Kock,Afif Hossain,sweep,point,1,1.0
Q de Kock,Ali Khan,cut,point,1,0.125
Q de Kock,Ali Khan,flick,square leg,1,0.125
Q de Kock,Ali Khan,unknown,mid-on,1,0.125
Q de Kock,Ali Khan,unknown,mid-wicket,1,0.125
Q de Kock,Arshdeep Singh,drive,mid-on,1,0.2
Q de Kock,Arshdeep Singh,unknown,mid-on,1,0.2
Q de Kock,B Kumar,unknown,mid-wicket,1,0.5
Q de Kock,CBRLS Kumara,unknown,mid-off,1,0.5
Q de Kock,CJ Anderson,unknown,cover,1,0.5
Q de Kock,CJ Anderson,unknown,mid-wicket,1,0.5
Q de Kock,CJ Jordan,cut,unknown,1,0.5
Q de Kock,CJ Jordan,unknown,mid-wicket,1,0.5
Q de Kock,CR Woakes,unknown,mid-off,2,0.3333
Q de Kock,CR Woakes,unknown,cover,1,0.1667
Q de Kock,DS Airee,cut,point,1,0.2
Q de Kock,DS Airee,unknown,cover,1,0.2
Q de Kock,FJ Klaassen,cut,unknown,1,0.1667
Q de Kock,FJ Klaassen,drive,cover,1,0.1667
Q de Kock,GJ Maxwell,cut,cover,1,0.1667
Q de Kock,GJ Maxwell,flick,square leg,1,0.1667
Q de Kock,GJ Maxwell,pull,unknown,1,0.1667
Q de Kock,GJ Maxwell,unknown,cover,1,0.1667
Q de Kock,GJ Maxwell,unknown,long-off,1,0.1667
Q de Kock,HH Pandya,unknown,long-on,1,1.0
Q de Kock,Harmeet Singh,drive,long-on,1,0.1
Q de Kock,Harmeet Singh,flick,mid-wicket,1,0.1
Q de Kock,Harmeet Singh,flick,unknown,1,0.1
Q de Kock,Harmeet Singh,unknown,cover,1,0.1
Q de Kock,Harmeet Singh,unknown,long-off,1,0.1
Q de Kock,Harmeet Singh,unknown,mid-wicket,1,0.1
Q de Kock,Hasan Mahmud,cut,long-off,1,0.25
Q de Kock,Hasan Mahmud,cut,point,1,0.25
Q de Kock,Hasan Mahmud,cut,unknown,1,0.25
Q de Kock,Hasan Mahmud,drive,cover,1,0.25
Q de Kock,JC Archer,sweep,cover,1,0.3333
Q de Kock,JJ Bumrah,drive,cover,1,0.2
Q de Kock,JJ Bumrah,unknown,slip,1,0.2
Q de Kock,JJ Bumrah,unknown,square leg,1,0.2
Q de Kock,JR Hazlewood,unknown,square leg,1,0.25
Q de Kock,Jasdeep Singh,unknown,cover,1,1.0
Q de Kock,Kuldeep Yadav,cut,unknown,2,0.2857
Q de Kock,Kuldeep Yadav,defend,unknown,2,0.2857
Q de Kock,Kuldeep Yadav,unknown,fine leg,2,0.2857
Q de Kock,M Pathirana,unknown,point,2,0.5
Q de Kock,M Theekshana,drive,long-off,1,0.5
Q de Kock,M Theekshana,drive,long-on,1,0.5
Q de Kock,MA Starc,cut,cover,1,1.0
Q de Kock,MA Wood,pull,unknown,1,0.5
Q de Kock,MD Shanaka,unknown,square leg,1,0.5
Q de Kock,MM Ali,unknown,cover,5,0.2632
Q de Kock,MM Ali,cut,point,3,0.1579
Q de Kock,MM Ali,unknown,square leg,2,0.1053
Q de Kock,MM Ali,defend,unknown,1,0.0526
Q de Kock,MM Ali,drive,cover,1,0.0526
Q de Kock,MM Ali,pull,unknown,1,0.0526
Q de Kock,MM Ali,unknown,long-off,1,0.0526
Q de Kock,MM Ali,unknown,long-on,1,0.0526
Q de Kock,Mahedi Hasan,defend,unknown,1,0.3333
Q de Kock,Mahedi Hasan,sweep,unknown,1,0.3333
Q de Kock,Mahedi Hasan,unknown,mid-off,1,0.3333
Q de Kock,Mehedi Hasan Miraz,drive,long-off,2,0.3333
Q de Kock,Mehedi Hasan Miraz,cut,unknown,1,0.1667
Q de Kock,Mehedi Hasan Miraz,sweep,point,1,0.1667
Q de Kock,Mehedi Hasan Miraz,unknown,point,1,0.1667
Q de Kock,Mosaddek Hossain,defend,unknown,1,0.3333
Q de Kock,Mosaddek Hossain,drive,cover,1,0.3333
Q de Kock,Mosaddek Hossain,sweep,cover,1,0.3333
Q de Kock,Mustafizur Rahman,cut,unknown,2,0.2222
Q de Kock,Mustafizur Rahman,cut,mid-wicket,1,0.1111
Q de Kock,Mustafizur Rahman,cut,point,1,0.1111
Q de Kock,Mustafizur Rahman,drive,unknown,1,0.1111
Q de Kock,Mustafizur Rahman,pull,mid-wicket,1,0.1111
Q de Kock,Mustafizur Rahman,sweep,cover,1,0.1111
Q de Kock,Mustafizur Rahman,unknown,point,1,0.1111
Q de Kock,N Thushara,cut,unknown,1,0.125
Q de Kock,N Thushara,drive,mid-on,1,0.125
Q de Kock,N Thushara,unknown,cover,1,0.125
Q de Kock,NP Kenjige,unknown,long-on,1,1.0
Q de Kock,PA van Meekeren,defend,unknown,1,0.25
Q de Kock,PA van Meekeren,unknown,mid-off,1,0.25
Q de Kock,PA van Meekeren,unknown,mid-wicket,1,0.25
Q de Kock,PA van Meekeren,unknown,slip,1,0.25
Q de Kock,PVD Chameera,pull,square leg,1,0.5
Q de Kock,PWH de Silva,defend,unknown,1,0.3333
Q de Kock,PWH de Silva,flick,mid-wicket,1,0.3333
Q de Kock,PWH de Silva,unknown,mid-wicket,1,0.3333
Q de Kock,RA Jadeja,cut,point,1,0.3333
Q de Kock,RA Jadeja,pull,unknown,1,0.3333
Q de Kock,RA Jadeja,unknown,mid-wicket,1,0.3333
Q de Kock,RJW Topley,unknown,square leg,2,0.3333
Q de Kock,RJW Topley,cut,unknown,1,0.1667
Q de Kock,RJW Topley,unknown,mid-on,1,0.1667
Q de Kock,SM Curran,cut,point,1,0.5
Q de Kock,SM Curran,unknown,mid-off,1,0.5
Q de Kock,SN Netravalkar,cut,point,1,0.3333
Q de Kock,SN Netravalkar,unknown,point,1,0.3333
Q de Kock,SR Taylor,unknown,point,2,0.2857
Q de Kock,SR Taylor,flick,fine leg,1,0.1429
Q de Kock,SR Taylor,sweep,mid-wicket,1,0.1429
Q de Kock,SR Taylor,sweep,unknown,1,0.1429
Q de Kock,Shaheen Shah Afridi,defend,unknown,1,0.25
Q de Kock,Shakib Al Hasan,sweep,fine leg,1,0.3333
Q de Kock,Shakib Al Hasan,unknown,square leg,1,0.3333
Q de Kock,Shoriful Islam,cut,point,1,0.25
Q de Kock,Sikandar Raza,pull,mid-wicket,2,0.4
Q de Kock,Sikandar Raza,cut,unknown,1,0.2
Q de Kock,Sompal Kami,cut,unknown,1,0.25
Q de Kock,Sompal Kami,drive,unknown,1,0.25
Q de Kock,Sompal Kami,pull,square leg,1,0.25
Q de Kock,Sompal Kami,unknown,mid-off,1,0.25
Q de Kock,TL Chatara,pull,square leg,1,1.0
Q de Kock,Tanzim Hasan Sakib,defend,unknown,2,0.4
Q de Kock,Tanzim Hasan Sakib,unknown,square leg,1,0.2
Q de Kock,Taskin Ahmed,drive,mid-off,1,0.125
Q de Kock,Taskin Ahmed,drive,mid-on,1,0.125
Q de Kock,Taskin Ahmed,drive,unknown,1,0.125
Q de Kock,Taskin Ahmed,unknown,mid-on,1,0.125
Q de Kock,Taskin Ahmed,unknown,mid-wicket,1,0.125
Q de Kock,Taskin Ahmed,unknown,third man,1,0.125
R Ashwin,Hasan Mahmud,unknown,mid-off,1,0.5
R Ashwin,Hasan Mahmud,unknown,mid-wicket,1,0.5
R Ashwin,K Rabada,pull,mid-wicket,1,0.25
R Ashwin,K Rabada,unknown,mid-on,1,0.25
R Ashwin,KA Maharaj,unknown,mid-wicket,1,0.5
R Ashwin,Mohammad Nawaz,unknown,mid-off,1,1.0
R Ashwin,WD Parnell,cut,unknown,1,0.2
R Ashwin,WD Parnell,drive,unknown,1,0.2
R Ashwin,WD Parnell,flick,unknown,1,0.2
R Ashwin,WD Parnell,pull,unknown,1,0.2
R Ngarava,AJ Hosein,unknown,mid-wicket,1,1.0
R Ngarava,AS Joseph,pull,unknown,1,0.5
R Ngarava,BFW de Leede,pull,unknown,1,0.5
R Ngarava,FJ Klaassen,cut,unknown,1,0.3333
R Ngarava,FJ Klaassen,drive,unknown,1,0.3333
R Ngarava,JO Holder,drive,long-on,1,0.5
R Ngarava,Mohammad Wasim,flick,square leg,1,0.5
R Ngarava,R Ashwin,flick,square leg,1,1.0
R Obuya,AJ Hosein,cut,unknown,1,0.2
R Obuya,AJ Hosein,drive,mid-off,1,0.2
R Obuya,AJ Hosein,slog,unknown,1,0.2
R Obuya,R Shepherd,unknown,cover,1,1.0
R Powell,A Vala,drive,mid-wicket,1,0.25
R Powell,A Vala,unknown,long-off,1,0.25
R Powell,AR Ramjani,drive,long-off,1,0.5
R Powell,AU Rashid,defend,unknown,1,0.25
R Powell,AU Rashid,sweep,unknown,1,0.25
R Powell,AU Rashid,unknown,long-off,1,0.25
R Powell,AU Rashid,unknown,long-on,1,0.25
R Powell,B Masaba,cut,unknown,1,0.1667
R Powell,B Masaba,drive,unknown,1,0.1667
R Powell,B Masaba,flick,mid-wicket,1,0.1667
R Powell,B Masaba,sweep,cover,1,0.1667
R Powell,B Muzarabani,pull,unknown,1,0.3333
R Powell,CA Soper,unknown,mid-wicket,2,0.6667
R Powell,CJA Amini,cut,point,1,0.3333
R Powell,CJA Amini,sweep,cover,1,0.3333
R Powell,CJA Amini,unknown,long-on,1,0.3333
R Powell,DM Nakrani,drive,long-off,1,0.25
R Powell,DM Nakrani,unknown,cover,1,0.25
R Powell,DM Nakrani,unknown,mid-on,1,0.25
R Powell,F Nsubuga,unknown,long-off,1,0.5
R Powell,F Nsubuga,unknown,mid-wicket,1,0.5
R Powell,GJ Delany,unknown,cover,1,0.3333
R Powell,GJ Delany,unknown,long-on,1,0.3333
R Powell,KA Maharaj,cut,point,1,1.0
R Powell,LS Livingstone,pull,mid-wicket,1,0.25
R Powell,LS Livingstone,unknown,cover,1,0.25
R Powell,MA Leask,unknown,cover,1,0.3333
R Powell,MA Leask,unknown,mid-wicket,1,0.3333
R Powell,MM Ali,cut,cover,1,0.3333
R Powell,MM Ali,cut,point,1,0.3333
R Powell,MR Adair,cut,unknown,1,0.3333
R Powell,MR Adair,pull,long-on,1,0.3333
R Powell,R Ngarava,unknown,mid-wicket,1,0.5
R Powell,RP Burl,flick,mid-wicket,1,0.5
R Powell,RP Burl,unknown,cover,1,0.5
R Powell,SC Williams,unknown,cover,1,0.1667
R Powell,SC Williams,unknown,point,1,0.1667
R Powell,SC Williams,unknown,square leg,1,0.1667
R Powell,SM Curran,flick,unknown,1,0.5
R Powell,SM Curran,unknown,long-off,1,0.5
R Powell,SM Sharif,unknown,third man,2,0.6667
R Powell,TG Southee,unknown,mid-on,1,0.25
R Powell,TL Chatara,pull,unknown,1,0.3333
R Powell,TL Chatara,sweep,unknown,1,0.3333
R Powell,TL Chatara,unknown,square leg,1,0.3333
R Rampaul,AU Rashid,defend,unknown,1,0.25
R Rampaul,AU Rashid,unknown,square leg,1,0.25
R Rampaul,TS Mills,unknown,third man,1,0.3333
R Ravindra,A Nao,unknown,mid-off,2,0.6667
R Ravindra,A Nao,unknown,mid-on,1,0.3333
R Ravindra,A Vala,unknown,mid-off,1,0.3333
R Ravindra,A Vala,unknown,mid-on,1,0.3333
R Ravindra,AJ Hosein,flick,long-on,1,0.5
R Ravindra,AS Joseph,cut,fine leg,1,0.2
R Ravindra,AS Joseph,defend,cover,1,0.2
R Ravindra,AS Joseph,drive,unknown,1,0.2
R Ravindra,AS Joseph,unknown,mid-wicket,1,0.2
R Ravindra,AS Joseph,unknown,point,1,0.2
R Ravindra,G Motie,flick,mid-wicket,1,0.25
R Ravindra,G Motie,pull,mid-wicket,1,0.25
R Ravindra,G Motie,unknown,long-on,1,0.25
R Ravindra,KV Morea,cut,unknown,1,0.25
R Ravindra,Riazat Ali Shah,flick,square leg,1,1.0
R Shepherd,AU Rashid,defend,unknown,1,1.0
R Shepherd,C Kyewuta,defend,unknown,1,0.5
R Shepherd,J Miyaji,cut,long-off,1,0.25
R Shepherd,J Miyaji,unknown,long-off,1,0.25
R Shepherd,J Miyaji,unknown,mid-wicket,1,0.25
R Shepherd,J Miyaji,unknown,point,1,0.25
R Shepherd,JC Archer,slog,unknown,1,0.3333
R Shepherd,JDS Neesham,flick,square leg,2,0.3333
R Shepherd,JDS Neesham,drive,unknown,1,0.1667
R Shepherd,JDS Neesham,unknown,cover,1,0.1667
R Shepherd,JDS Neesham,unknown,third man,1,0.1667
R Shepherd,TG Southee,pull,mid-wicket,1,0.3333
R Shepherd,TG Southee,unknown,square leg,1,0.3333
R Trumpelmann,A Zampa,unknown,cover,1,0.25
R Trumpelmann,A Zampa,unknown,mid-wicket,1,0.25
R Trumpelmann,AF Milne,slog,long-on,1,0.5
R Trumpelmann,BTJ Wheal,pull,unknown,1,1.0
R Trumpelmann,Junaid Siddique,drive,long-on,2,0.5
R Trumpelmann,Junaid Siddique,pull,unknown,1,0.25
R Trumpelmann,KP Meiyappan,slog,mid-wicket,1,0.5
R Trumpelmann,KP Meiyappan,sweep,fine leg,1,0.5
R Trumpelmann,Mohammed Shami,slog,unknown,1,0.25
R Trumpelmann,Mohammed Shami,unknown,square leg,1,0.25
R Trumpelmann,NT Ellis,unknown,cover,1,0.5
R Trumpelmann,PVD Chameera,pull,unknown,1,1.0
R Trumpelmann,PWH de Silva,unknown,mid-wicket,1,1.0
R Trumpelmann,Waseem Muhammad,drive,cover,1,0.2
R Trumpelmann,Waseem Muhammad,drive,long-on,1,0.2
R Trumpelmann,Waseem Muhammad,drive,unknown,1,0.2
R Trumpelmann,Zahoor Khan,cut,long-off,1,0.1
R Trumpelmann,Zahoor Khan,cut,unknown,1,0.1
R Trumpelmann,Zahoor Khan,defend,mid-on,1,0.1
R Trumpelmann,Zahoor Khan,drive,long-off,1,0.1
R Trumpelmann,Zahoor Khan,drive,unknown,1,0.1
R Trumpelmann,Zahoor Khan,unknown,mid-on,1,0.1
R Trumpelmann,Zahoor Khan,unknown,third man,1,0.1
RA Jadeja,A Nortje,unknown,point,1,1.0
RA Jadeja,AF Milne,cut,unknown,1,0.3333
RA Jadeja,AF Milne,drive,mid-off,1,0.3333
RA Jadeja,AF Milne,pull,square leg,1,0.3333
RA Jadeja,CJ Jordan,unknown,cover,1,0.5
RA Jadeja,CJ Jordan,unknown,long-off,1,0.5
RA Jadeja,Haris Rauf,drive,unknown,1,0.2
RA Jadeja,Haris Rauf,unknown,mid-off,1,0.2
RA Jadeja,Haris Rauf,unknown,point,1,0.2
RA Jadeja,Hasan Ali,unknown,point,1,1.0
RA Jadeja,IS Sodhi,unknown,mid-wicket,2,0.5
RA Jadeja,JC Archer,drive,long-on,1,0.3333
RA Jadeja,JC Archer,unknown,point,1,0.3333
RA Jadeja,LS Livingstone,drive,long-off,2,1.0
RA Jadeja,MP Stoinis,drive,cover,1,0.5
RA Jadeja,PJ Cummins,cut,square leg,1,0.5
RA Jadeja,PJ Cummins,flick,square leg,1,0.5
RA Jadeja,Shadab Khan,drive,cover,1,0.2
RA Jadeja,Shadab Khan,drive,long-off,1,0.2
RA Jadeja,Shadab Khan,unknown,point,1,0.2
RA Jadeja,TA Boult,drive,long-on,1,0.2
RA Jadeja,TA Boult,pull,unknown,1,0.2
RA Jadeja,TA Boult,slog,square leg,1,0.2
RA Jadeja,TG Southee,unknown,mid-wicket,1,0.2
RB Patel,TA Boult,defend,cover,1,0.125
RB Patel,TG Southee,cut,unknown,1,0.125
RB Patel,TG Southee,defend,unknown,1,0.125
RB Patel,TG Southee,unknown,cover,1,0.125
RD Berrington,A Zampa,unknown,long-on,3,0.3333
RD Berrington,A Zampa,defend,unknown,2,0.2222
RD Berrington,A Zampa,sweep,square leg,1,0.1111
RD Berrington,A Zampa,sweep,unknown,1,0.1111
RD Berrington,AC Agar,cut,point,1,0.1667
RD Berrington,AC Agar,sweep,cover,1,0.1667
RD Berrington,AC Agar,unknown,long-off,1,0.1667
RD Berrington,AC Agar,unknown,long-on,1,0.1667
RD Berrington,AC Agar,unknown,point,1,0.1667
RD Berrington,AF Milne,cut,unknown,1,0.3333
RD Berrington,AF Milne,pull,square leg,1,0.3333
RD Berrington,AF Milne,unknown,mid-wicket,1,0.3333
RD Berrington,AJ Hosein,unknown,point,1,0.3333
RD Berrington,AJ Hosein,unknown,third man,1,0.3333
RD Berrington,Aqib Ilyas,cut,unknown,1,0.25
RD Berrington,Aqib Ilyas,slog,unknown,1,0.25
RD Berrington,Aqib Ilyas,sweep,cover,1,0.25
RD Berrington,B Muzarabani,unknown,third man,1,0.3333
RD Berrington,BJ McCarthy,drive,mid-off,1,0.3333
RD Berrington,BM Scholtz,defend,point,1,0.125
RD Berrington,BM Scholtz,defend,unknown,1,0.125
RD Berrington,BM Scholtz,drive,long-off,1,0.125
RD Berrington,BM Scholtz,drive,long-on,1,0.125
RD Berrington,BM Scholtz,unknown,long-on,1,0.125
RD Berrington,BM Scholtz,unknown,mid-wicket,1,0.125
RD Berrington,BM Scholtz,unknown,point,1,0.125
RD Berrington,Bilal Khan,cut,unknown,1,0.2
RD Berrington,Bilal Khan,pull,unknown,1,0.2
RD Berrington,Bilal Khan,slog,unknown,1,0.2
RD Berrington,Bilal Khan,unknown,cover,1,0.2
RD Berrington,C Campher,defend,unknown,1,0.2
RD Berrington,C Campher,pull,mid-wicket,1,0.2
RD Berrington,CA Soper,pull,unknown,2,0.1818
RD Berrington,CA Soper,cut,point,1,0.0909
RD Berrington,CA Soper,cut,unknown,1,0.0909
RD Berrington,CA Soper,unknown,long-on,1,0.0909
RD Berrington,CJA Amini,unknown,cover,3,0.375
RD Berrington,CJA Amini,pull,mid-wicket,1,0.125
RD Berrington,CJA Amini,sweep,cover,1,0.125
RD Berrington,CJA Amini,unknown,long-on,1,0.125
RD Berrington,CJA Amini,unknown,square leg,1,0.125
RD Berrington,D Wiese,cut,cover,1,0.5
RD Berrington,D Wiese,slog,unknown,1,0.5
RD Berrington,GJ Delany,pull,unknown,1,0.1667
RD Berrington,GJ Delany,sweep,square leg,1,0.1667
RD Berrington,GJ Delany,unknown,cover,1,0.1667
RD Berrington,GJ Maxwell,cut,unknown,1,0.2
RD Berrington,GJ Maxwell,defend,unknown,1,0.2
RD Berrington,GJ Maxwell,flick,mid-wicket,1,0.2
RD Berrington,GJ Maxwell,unknown,cover,1,0.2
RD Berrington,GJ Maxwell,unknown,long-on,1,0.2
RD Berrington,Haris Rauf,flick,long-on,1,0.1111
RD Berrington,Haris Rauf,slog,long-on,1,0.1111
RD Berrington,Haris Rauf,slog,unknown,1,0.1111
RD Berrington,Hasan Ali,slog,unknown,2,0.1538
RD Berrington,Hasan Ali,unknown,cover,2,0.1538
RD Berrington,Hasan Ali,unknown,long-on,2,0.1538
RD Berrington,Hasan Ali,sweep,unknown,1,0.0769
RD Berrington,IS Sodhi,drive,long-off,1,0.25
RD Berrington,IS Sodhi,slog,cover,1,0.25
RD Berrington,IS Sodhi,unknown,cover,1,0.25
RD Berrington,IS Sodhi,unknown,square leg,1,0.25
RD Berrington,Imad Wasim,unknown,long-off,1,0.3333
RD Berrington,JO Holder,drive,unknown,1,0.3333
RD Berrington,JO Holder,sweep,cover,1,0.3333
RD Berrington,JO Holder,unknown,point,1,0.3333
RD Berrington,KV Morea,unknown,square leg,1,0.25
RD Berrington,Khawar Ali,sweep,unknown,1,0.25
RD Berrington,Khawar Ali,unknown,long-off,1,0.25
RD Berrington,Khawar Ali,unknown,mid-wicket,1,0.25
RD Berrington,L Siaka,unknown,cover,1,0.3333
RD Berrington,L Siaka,unknown,mid-wicket,1,0.3333
RD Berrington,MA Starc,cut,unknown,1,0.3333
RD Berrington,MA Starc,sweep,cover,1,0.3333
RD Berrington,MA Starc,unknown,point,1,0.3333
RD Berrington,MG Erasmus,drive,unknown,2,0.1667
RD Berrington,MG Erasmus,flick,mid-wicket,2,0.1667
RD Berrington,MG Erasmus,unknown,mid-wicket,2,0.1667
RD Berrington,MG Erasmus,cut,third man,1,0.0833
RD Berrington,MG Erasmus,defend,unknown,1,0.0833
RD Berrington,MG Erasmus,drive,cover,1,0.0833
RD Berrington,MG Erasmus,sweep,square leg,1,0.0833
RD Berrington,MG Erasmus,sweep,unknown,1,0.0833
RD Berrington,MJ Santner,unknown,cover,2,0.3333
RD Berrington,MJ Santner,unknown,long-off,2,0.3333
RD Berrington,MJ Santner,drive,long-off,1,0.1667
RD Berrington,MR Adair,unknown,cover,1,0.3333
RD Berrington,Mahedi Hasan,unknown,mid-wicket,1,1.0
RD Berrington,Mehran Khan,unknown,mid-wicket,1,1.0
RD Berrington,Mohammad Nadeem,flick,mid-wicket,1,1.0
RD Berrington,Mohammed Shami,defend,unknown,1,0.25
RD Berrington,N Pokana,drive,cover,1,0.1429
RD Berrington,N Pokana,drive,unknown,1,0.1429
RD Berrington,N Pokana,slog,mid-wicket,1,0.1429
RD Berrington,N Pokana,unknown,cover,1,0.1429
RD Berrington,N Pokana,unknown,long-off,1,0.1429
RD Berrington,NT Ellis,unknown,long-on,2,0.5
RD Berrington,NT Ellis,pull,square leg,1,0.25
RD Berrington,OF Smith,pull,mid-on,1,0.25
RD Berrington,OF Smith,pull,unknown,1,0.25
RD Berrington,OF Smith,unknown,third man,1,0.25
RD Berrington,R Ngarava,unknown,third man,1,1.0
RD Berrington,R Trumpelmann,cut,cover,1,0.125
RD Berrington,R Trumpelmann,cut,mid-wicket,1,0.125
RD Berrington,R Trumpelmann,cut,point,1,0.125
RD Berrington,R Trumpelmann,cut,unknown,1,0.125
RD Berrington,R Trumpelmann,drive,unknown,1,0.125
RD Berrington,R Trumpelmann,slog,cover,1,0.125
RD Berrington,R Trumpelmann,sweep,cover,1,0.125
RD Berrington,SC Williams,pull,square leg,1,0.1429
RD Berrington,SC Williams,sweep,mid-wicket,1,0.1429
RD Berrington,SC Williams,sweep,square leg,1,0.1429
RD Berrington,SC Williams,unknown,cover,1,0.1429
RD Berrington,SC Williams,unknown,mid-wicket,1,0.1429
RD Berrington,SK Atai,drive,cover,1,0.125
RD Berrington,SK Atai,drive,long-off,1,0.125
RD Berrington,SK Atai,sweep,mid-wicket,1,0.125
RD Berrington,SK Atai,sweep,unknown,1,0.125
RD Berrington,SK Atai,unknown,long-on,1,0.125
RD Berrington,SK Atai,unknown,mid-wicket,1,0.125
RD Berrington,Shadab Khan,sweep,square leg,1,0.1667
RD Berrington,Shadab Khan,sweep,unknown,1,0.1667
RD Berrington,Shaheen Shah Afridi,slog,unknown,1,0.25
RD Berrington,Shakib Al Hasan,drive,mid-off,1,0.3333
RD Berrington,Shakib Al Hasan,unknown,mid-off,1,0.3333
RD Berrington,Sikandar Raza,defend,unknown,1,0.3333
RD Berrington,Sikandar Raza,unknown,point,1,0.3333
RD Berrington,Sikandar Raza,unknown,third man,1,0.3333
RD Berrington,Simi Singh,unknown,cover,1,0.3333
RD Berrington,Simi Singh,unknown,square leg,1,0.3333
RD Berrington,T Lungameni,defend,point,1,0.3333
RD Berrington,T Lungameni,sweep,cover,1,0.3333
RD Berrington,T Lungameni,unknown,cover,1,0.3333
RD Berrington,Zeeshan Maqsood,cut,point,1,0.1429
RD Berrington,Zeeshan Maqsood,unknown,cover,1,0.1429
RD Berrington,Zeeshan Maqsood,unknown,long-off,1,0.1429
RD Berrington,Zeeshan Maqsood,unknown,long-on,1,0.1429
RE van der Merwe,BM Scholtz,unknown,cover,1,0.5
RE van der Merwe,Haris Rauf,drive,cover,1,1.0
